#,tamanho,threads,sequencial,paralelo,libc
8,1000,8,0.000130,0.086220,0.000268
9,1000,8,0.000130,0.079089,0.000256
10,1000,8,0.000133,0.092459,0.000256
11,1000,8,0.000130,0.085346,0.000256
12,1000,8,0.000129,0.067365,0.000256
13,1000,8,0.000130,0.078106,0.000261
14,1000,8,0.000132,0.080107,0.000260
15,1000,8,0.000139,0.073594,0.000254
16,1000,8,0.000129,0.076214,0.000253
17,1000,8,0.000130,0.082331,0.000267
18,1000,8,0.000131,0.072762,0.000256
19,1000,8,0.000132,0.096653,0.000256
20,1000,8,0.000133,0.081625,0.000258
21,1000,8,0.000148,0.086847,0.000259
22,1000,8,0.000132,0.102810,0.000315
23,1000,8,0.000167,0.063793,0.000256
24,1000,8,0.000133,0.079825,0.000259
25,1000,8,0.000133,0.090339,0.000259
26,1000,8,0.000133,0.104516,0.000256
27,1000,8,0.000132,0.076746,0.000251
28,1000,8,0.000133,0.102645,0.000251
29,1000,8,0.000141,0.088312,0.000262
30,1000,8,0.000131,0.064939,0.000259
1,1000,16,0.000131,0.263308,0.000256
2,1000,16,0.000132,0.323250,0.000260
3,1000,16,0.000135,0.278799,0.000252
4,1000,16,0.000132,0.298576,0.000251
5,1000,16,0.000128,0.282107,0.000256
6,1000,16,0.000140,0.291258,0.000256
7,1000,16,0.000129,0.262068,0.000254
8,1000,16,0.000132,0.259441,0.000262
9,1000,16,0.000130,0.305303,0.000252
10,1000,16,0.000130,0.254829,0.000256
11,1000,16,0.000131,0.276483,0.000256
12,1000,16,0.000133,0.263647,0.000251
13,1000,16,0.000136,0.281895,0.000263
14,1000,16,0.000135,0.262263,0.000264
15,1000,16,0.000129,0.278940,0.000266
16,1000,16,0.000131,0.292636,0.000316
17,1000,16,0.000164,0.293299,0.000258
18,1000,16,0.000130,0.250609,0.000253
19,1000,16,0.000130,0.258112,0.000251
20,1000,16,0.000130,0.310768,0.000258
21,1000,16,0.000136,0.289509,0.000256
22,1000,16,0.000131,0.243228,0.000255
23,1000,16,0.000134,0.240823,0.000259
24,1000,16,0.000136,0.271376,0.000250
25,1000,16,0.000136,0.261201,0.000264
26,1000,16,0.000134,0.244699,0.000260
27,1000,16,0.000135,0.237489,0.000256
28,1000,16,0.000136,0.287669,0.000261
29,1000,16,0.000140,0.214558,0.000257
30,1000,16,0.000140,0.288252,0.000255
