#,tamanho,threads,sequencial,paralelo,libc
9,100000,8,0.019577,0.127268,0.020321
10,100000,8,0.019739,0.128074,0.020543
11,100000,8,0.020629,0.102017,0.020579
12,100000,8,0.019452,0.108075,0.021022
13,100000,8,0.019493,0.114634,0.021247
14,100000,8,0.021438,0.169752,0.020580
15,100000,8,0.019619,0.097426,0.020735
16,100000,8,0.019542,0.106525,0.020800
17,100000,8,0.020122,0.124554,0.021288
18,100000,8,0.020574,0.096295,0.021166
19,100000,8,0.019343,0.148030,0.020763
20,100000,8,0.020197,0.123821,0.020857
21,100000,8,0.019241,0.102489,0.020757
22,100000,8,0.019804,0.125613,0.021165
23,100000,8,0.019251,0.122864,0.021176
24,100000,8,0.019769,0.101450,0.021251
25,100000,8,0.019701,0.119615,0.021191
26,100000,8,0.019480,0.139805,0.021385
27,100000,8,0.020499,0.121502,0.020572
28,100000,8,0.020242,0.097815,0.021138
29,100000,8,0.020260,0.135212,0.020978
30,100000,8,0.019748,0.120855,0.020927
1,100000,16,0.019630,4.823537,0.021225
2,100000,16,0.020676,5.588262,0.020867
3,100000,16,0.019736,5.274939,0.021018
4,100000,16,0.019203,4.031003,0.021276
5,100000,16,0.019968,5.297378,0.020638
6,100000,16,0.020126,3.967260,0.021289
7,100000,16,0.019251,3.898931,0.021296
8,100000,16,0.020509,4.893922,0.021217
9,100000,16,0.019848,4.837614,0.020294
10,100000,16,0.019510,4.486562,0.020911
11,100000,16,0.020625,3.984012,0.021521
12,100000,16,0.019402,5.061385,0.020978
13,100000,16,0.019015,5.584792,0.020857
14,100000,16,0.019519,3.169961,0.020510
15,100000,16,0.019377,4.005939,0.021246
16,100000,16,0.019023,5.372837,0.020725
17,100000,16,0.019947,4.054188,0.021061
18,100000,16,0.018735,4.355036,0.021147
19,100000,16,0.020506,4.355186,0.020560
20,100000,16,0.019324,5.253792,0.020753
21,100000,16,0.019477,5.127510,0.021654
22,100000,16,0.020346,4.666685,0.021053
23,100000,16,0.020507,4.168521,0.020716
24,100000,16,0.019409,3.797360,0.020946
25,100000,16,0.019990,4.293230,0.021236
26,100000,16,0.021426,4.387949,0.021257
27,100000,16,0.020702,6.406488,0.020786
28,100000,16,0.019553,4.573549,0.021437
29,100000,16,0.019883,5.341670,0.027186
30,100000,16,0.020490,3.666587,0.020520
