#,tamanho,threads,sequencial,paralelo,libc
21,10000,4,0.001616,0.009861,0.001827
22,10000,4,0.001571,0.010760,0.001823
23,10000,4,0.001637,0.007998,0.001825
24,10000,4,0.001636,0.009973,0.001826
25,10000,4,0.001639,0.012535,0.001858
26,10000,4,0.001566,0.008380,0.001802
27,10000,4,0.001643,0.011203,0.001796
28,10000,4,0.001636,0.009631,0.001794
29,10000,4,0.001648,0.009034,0.001799
30,10000,4,0.001570,0.010586,0.001807
1,10000,8,0.001645,0.096340,0.001810
2,10000,8,0.001579,0.086391,0.001838
3,10000,8,0.001570,0.105114,0.001814
4,10000,8,0.001535,0.089271,0.001845
5,10000,8,0.001650,0.104140,0.001840
6,10000,8,0.001655,0.107356,0.001829
7,10000,8,0.001648,0.094863,0.001820
8,10000,8,0.001801,0.121649,0.001826
9,10000,8,0.001639,0.097239,0.002083
10,10000,8,0.002071,0.087350,0.001834
11,10000,8,0.001666,0.116523,0.001835
12,10000,8,0.001681,0.095042,0.002257
13,10000,8,0.002331,0.153807,0.001817
14,10000,8,0.001681,0.106092,0.001845
15,10000,8,0.001662,0.101245,0.002359
16,10000,8,0.001661,0.122424,0.002209
17,10000,8,0.001601,0.090076,0.001858
18,10000,8,0.001683,0.091825,0.001836
19,10000,8,0.001668,0.119418,0.001809
20,10000,8,0.001589,0.096098,0.001839
21,10000,8,0.001831,0.108275,0.001838
22,10000,8,0.001628,0.087334,0.001852
23,10000,8,0.001630,0.087677,0.001850
24,10000,8,0.001637,0.094164,0.001842
25,10000,8,0.001918,0.121745,0.001815
26,10000,8,0.001649,0.089372,0.001822
27,10000,8,0.001626,0.110370,0.001807
28,10000,8,0.001709,0.108282,0.001857
29,10000,8,0.001699,0.095602,0.001827
30,10000,8,0.002346,0.104590,0.001904
1,10000,16,0.001661,1.419132,0.001829
2,10000,16,0.001672,1.738807,0.001824
3,10000,16,0.001674,1.720576,0.001821
4,10000,16,0.001956,1.618114,0.001825
5,10000,16,0.001641,1.727180,0.001828
6,10000,16,0.001645,1.962026,0.001792
7,10000,16,0.001613,1.617186,0.001804
8,10000,16,0.001702,1.611181,0.001825
9,10000,16,0.001667,1.711944,0.001806
10,10000,16,0.002152,1.236041,0.001801
11,10000,16,0.001656,1.344240,0.001904
12,10000,16,0.001655,1.284658,0.001814
13,10000,16,0.001727,1.306362,0.002315
14,10000,16,0.001810,1.119472,0.001810
15,10000,16,0.001720,1.515725,0.001800
16,10000,16,0.001629,1.619732,0.001823
17,10000,16,0.001760,1.271595,0.001885
18,10000,16,0.001772,1.694912,0.001867
19,10000,16,0.001760,1.542443,0.001835
20,10000,16,0.001649,1.458320,0.001820
21,10000,16,0.001638,1.191291,0.001809
22,10000,16,0.001662,1.281179,0.001814
23,10000,16,0.001691,1.702530,0.001840
24,10000,16,0.001667,1.757734,0.001799
25,10000,16,0.001668,1.474834,0.001791
26,10000,16,0.001614,1.580290,0.001839
27,10000,16,0.001695,1.557181,0.001844
28,10000,16,0.001698,1.266034,0.001877
29,10000,16,0.001682,1.306078,0.001839
30,10000,16,0.001687,1.266436,0.001812
